event_name,datetime,type,notes
Numaish (All-India Industrial Exhibition),2019-01-11 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2019-01-12 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2019-01-13 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2019-01-14 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2019-01-15 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2019-01-16 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2019-01-17 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2019-01-18 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2019-01-19 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2019-01-20 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2019-01-21 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2019-01-22 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2019-01-23 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2019-01-24 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2019-01-25 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2019-01-26 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2019-01-27 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2019-01-28 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2019-01-29 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2019-01-30 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2019-01-31 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2019-02-01 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2019-02-02 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2019-02-03 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2019-02-04 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2019-02-05 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2019-02-06 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2019-02-07 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2019-02-08 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2019-02-09 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2019-02-10 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2019-02-11 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2019-02-12 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2019-02-13 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2019-02-14 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2019-02-15 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Hyderabad Literary Festival,2019-01-20 00:00:00,Festival/Literature,Approximate January dates; actual dates vary by year.
Hyderabad Literary Festival,2019-01-21 00:00:00,Festival/Literature,Approximate January dates; actual dates vary by year.
Hyderabad Literary Festival,2019-01-22 00:00:00,Festival/Literature,Approximate January dates; actual dates vary by year.
Hyderabad Literary Festival,2019-01-23 00:00:00,Festival/Literature,Approximate January dates; actual dates vary by year.
Hyderabad Literary Festival,2019-01-24 00:00:00,Festival/Literature,Approximate January dates; actual dates vary by year.
Hyderabad Literary Festival,2019-01-25 00:00:00,Festival/Literature,Approximate January dates; actual dates vary by year.
Hyderabad Literary Festival,2019-01-26 00:00:00,Festival/Literature,Approximate January dates; actual dates vary by year.
Hyderabad Literary Festival,2019-01-27 00:00:00,Festival/Literature,Approximate January dates; actual dates vary by year.
Deccan Festival,2019-02-01 00:00:00,Cultural Festival,Approx early-February cultural events.
Deccan Festival,2019-02-02 00:00:00,Cultural Festival,Approx early-February cultural events.
Deccan Festival,2019-02-03 00:00:00,Cultural Festival,Approx early-February cultural events.
Deccan Festival,2019-02-04 00:00:00,Cultural Festival,Approx early-February cultural events.
Deccan Festival,2019-02-05 00:00:00,Cultural Festival,Approx early-February cultural events.
Deccan Festival,2019-02-06 00:00:00,Cultural Festival,Approx early-February cultural events.
Deccan Festival,2019-02-07 00:00:00,Cultural Festival,Approx early-February cultural events.
ACETECH / Trade Exhibitions (approx),2019-01-24 00:00:00,Trade/Exhibition,Trade shows / exhibitions often occur in Jan.
ACETECH / Trade Exhibitions (approx),2019-01-25 00:00:00,Trade/Exhibition,Trade shows / exhibitions often occur in Jan.
ACETECH / Trade Exhibitions (approx),2019-01-26 00:00:00,Trade/Exhibition,Trade shows / exhibitions often occur in Jan.
Hyderabad Marathon / Major Sports Events,2019-11-01 00:00:00,Sports,Annual marathon / sports events (dates vary).
Hyderabad Marathon / Major Sports Events,2019-11-02 00:00:00,Sports,Annual marathon / sports events (dates vary).
Ganesh Chaturthi Celebrations,2019-08-25 00:00:00,Religious Festival,Ganesh festival — dates vary by lunar calendar; approximate window.
Ganesh Chaturthi Celebrations,2019-08-26 00:00:00,Religious Festival,Ganesh festival — dates vary by lunar calendar; approximate window.
Ganesh Chaturthi Celebrations,2019-08-27 00:00:00,Religious Festival,Ganesh festival — dates vary by lunar calendar; approximate window.
Ganesh Chaturthi Celebrations,2019-08-28 00:00:00,Religious Festival,Ganesh festival — dates vary by lunar calendar; approximate window.
Ganesh Chaturthi Celebrations,2019-08-29 00:00:00,Religious Festival,Ganesh festival — dates vary by lunar calendar; approximate window.
Ganesh Chaturthi Celebrations,2019-08-30 00:00:00,Religious Festival,Ganesh festival — dates vary by lunar calendar; approximate window.
Ganesh Chaturthi Celebrations,2019-08-31 00:00:00,Religious Festival,Ganesh festival — dates vary by lunar calendar; approximate window.
Ganesh Chaturthi Celebrations,2019-09-01 00:00:00,Religious Festival,Ganesh festival — dates vary by lunar calendar; approximate window.
Ganesh Chaturthi Celebrations,2019-09-02 00:00:00,Religious Festival,Ganesh festival — dates vary by lunar calendar; approximate window.
Ganesh Chaturthi Celebrations,2019-09-03 00:00:00,Religious Festival,Ganesh festival — dates vary by lunar calendar; approximate window.
Ganesh Chaturthi Celebrations,2019-09-04 00:00:00,Religious Festival,Ganesh festival — dates vary by lunar calendar; approximate window.
Ganesh Chaturthi Celebrations,2019-09-05 00:00:00,Religious Festival,Ganesh festival — dates vary by lunar calendar; approximate window.
Bathukamma Festival,2019-09-20 00:00:00,Cultural/Festival,Regional Telangana flower festival (approx late Sept).
Bathukamma Festival,2019-09-21 00:00:00,Cultural/Festival,Regional Telangana flower festival (approx late Sept).
Bathukamma Festival,2019-09-22 00:00:00,Cultural/Festival,Regional Telangana flower festival (approx late Sept).
Bathukamma Festival,2019-09-23 00:00:00,Cultural/Festival,Regional Telangana flower festival (approx late Sept).
Bathukamma Festival,2019-09-24 00:00:00,Cultural/Festival,Regional Telangana flower festival (approx late Sept).
Bathukamma Festival,2019-09-25 00:00:00,Cultural/Festival,Regional Telangana flower festival (approx late Sept).
Bathukamma Festival,2019-09-26 00:00:00,Cultural/Festival,Regional Telangana flower festival (approx late Sept).
Bathukamma Festival,2019-09-27 00:00:00,Cultural/Festival,Regional Telangana flower festival (approx late Sept).
Bathukamma Festival,2019-09-28 00:00:00,Cultural/Festival,Regional Telangana flower festival (approx late Sept).
Bathukamma Festival,2019-09-29 00:00:00,Cultural/Festival,Regional Telangana flower festival (approx late Sept).
Bathukamma Festival,2019-09-30 00:00:00,Cultural/Festival,Regional Telangana flower festival (approx late Sept).
Diwali Celebrations,2019-10-20 00:00:00,Religious/Festival,Diwali date varies by lunar calendar; approximate window.
Diwali Celebrations,2019-10-21 00:00:00,Religious/Festival,Diwali date varies by lunar calendar; approximate window.
Diwali Celebrations,2019-10-22 00:00:00,Religious/Festival,Diwali date varies by lunar calendar; approximate window.
Diwali Celebrations,2019-10-23 00:00:00,Religious/Festival,Diwali date varies by lunar calendar; approximate window.
Diwali Celebrations,2019-10-24 00:00:00,Religious/Festival,Diwali date varies by lunar calendar; approximate window.
Diwali Celebrations,2019-10-25 00:00:00,Religious/Festival,Diwali date varies by lunar calendar; approximate window.
Independence Day,2019-08-15 00:00:00,Public Holiday,National holiday (single day).
Republic Day,2019-01-26 00:00:00,Public Holiday,National holiday (single day).
Eid (Eid al-Fitr / Eid al-Adha) - approximate window,2019-06-01 00:00:00,Religious Holiday,Eid dates vary by lunar calendar; user should refine with exact dates.
Eid (Eid al-Fitr / Eid al-Adha) - approximate window,2019-06-02 00:00:00,Religious Holiday,Eid dates vary by lunar calendar; user should refine with exact dates.
Eid (Eid al-Fitr / Eid al-Adha) - approximate window,2019-06-03 00:00:00,Religious Holiday,Eid dates vary by lunar calendar; user should refine with exact dates.
Local Exhibitions / Fairs (misc),2019-03-01 00:00:00,Exhibition/Fair,Misc local exhibitions; dates vary.
Local Exhibitions / Fairs (misc),2019-03-02 00:00:00,Exhibition/Fair,Misc local exhibitions; dates vary.
Local Exhibitions / Fairs (misc),2019-03-03 00:00:00,Exhibition/Fair,Misc local exhibitions; dates vary.
Local Exhibitions / Fairs (misc),2019-03-04 00:00:00,Exhibition/Fair,Misc local exhibitions; dates vary.
Local Exhibitions / Fairs (misc),2019-03-05 00:00:00,Exhibition/Fair,Misc local exhibitions; dates vary.
Local Exhibitions / Fairs (misc),2019-03-06 00:00:00,Exhibition/Fair,Misc local exhibitions; dates vary.
Local Exhibitions / Fairs (misc),2019-03-07 00:00:00,Exhibition/Fair,Misc local exhibitions; dates vary.
Local Exhibitions / Fairs (misc),2019-03-08 00:00:00,Exhibition/Fair,Misc local exhibitions; dates vary.
Local Exhibitions / Fairs (misc),2019-03-09 00:00:00,Exhibition/Fair,Misc local exhibitions; dates vary.
Local Exhibitions / Fairs (misc),2019-03-10 00:00:00,Exhibition/Fair,Misc local exhibitions; dates vary.
Numaish (All-India Industrial Exhibition),2020-01-01 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2020-01-02 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2020-01-03 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2020-01-04 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2020-01-05 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2020-01-06 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2020-01-07 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2020-01-08 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2020-01-09 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2020-01-10 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2020-01-11 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2020-01-12 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2020-01-13 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2020-01-14 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2020-01-15 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2020-01-16 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2020-01-17 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2020-01-18 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2020-01-19 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2020-01-20 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2020-01-21 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2020-01-22 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2020-01-23 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2020-01-24 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2020-01-25 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2020-01-26 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2020-01-27 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2020-01-28 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2020-01-29 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2020-01-30 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2020-01-31 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2020-02-01 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2020-02-02 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2020-02-03 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2020-02-04 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2020-02-05 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2020-02-06 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2020-02-07 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2020-02-08 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2020-02-09 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2020-02-10 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2020-02-11 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2020-02-12 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2020-02-13 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2020-02-14 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2020-02-15 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Hyderabad Literary Festival,2020-01-20 00:00:00,Festival/Literature,Approximate January dates; actual dates vary by year.
Hyderabad Literary Festival,2020-01-21 00:00:00,Festival/Literature,Approximate January dates; actual dates vary by year.
Hyderabad Literary Festival,2020-01-22 00:00:00,Festival/Literature,Approximate January dates; actual dates vary by year.
Hyderabad Literary Festival,2020-01-23 00:00:00,Festival/Literature,Approximate January dates; actual dates vary by year.
Hyderabad Literary Festival,2020-01-24 00:00:00,Festival/Literature,Approximate January dates; actual dates vary by year.
Hyderabad Literary Festival,2020-01-25 00:00:00,Festival/Literature,Approximate January dates; actual dates vary by year.
Hyderabad Literary Festival,2020-01-26 00:00:00,Festival/Literature,Approximate January dates; actual dates vary by year.
Hyderabad Literary Festival,2020-01-27 00:00:00,Festival/Literature,Approximate January dates; actual dates vary by year.
Deccan Festival,2020-02-01 00:00:00,Cultural Festival,Approx early-February cultural events.
Deccan Festival,2020-02-02 00:00:00,Cultural Festival,Approx early-February cultural events.
Deccan Festival,2020-02-03 00:00:00,Cultural Festival,Approx early-February cultural events.
Deccan Festival,2020-02-04 00:00:00,Cultural Festival,Approx early-February cultural events.
Deccan Festival,2020-02-05 00:00:00,Cultural Festival,Approx early-February cultural events.
Deccan Festival,2020-02-06 00:00:00,Cultural Festival,Approx early-February cultural events.
Deccan Festival,2020-02-07 00:00:00,Cultural Festival,Approx early-February cultural events.
ACETECH / Trade Exhibitions (approx),2020-01-24 00:00:00,Trade/Exhibition,Trade shows / exhibitions often occur in Jan.
ACETECH / Trade Exhibitions (approx),2020-01-25 00:00:00,Trade/Exhibition,Trade shows / exhibitions often occur in Jan.
ACETECH / Trade Exhibitions (approx),2020-01-26 00:00:00,Trade/Exhibition,Trade shows / exhibitions often occur in Jan.
Hyderabad Marathon / Major Sports Events,2020-11-01 00:00:00,Sports,Annual marathon / sports events (dates vary).
Hyderabad Marathon / Major Sports Events,2020-11-02 00:00:00,Sports,Annual marathon / sports events (dates vary).
Ganesh Chaturthi Celebrations,2020-08-25 00:00:00,Religious Festival,Ganesh festival — dates vary by lunar calendar; approximate window.
Ganesh Chaturthi Celebrations,2020-08-26 00:00:00,Religious Festival,Ganesh festival — dates vary by lunar calendar; approximate window.
Ganesh Chaturthi Celebrations,2020-08-27 00:00:00,Religious Festival,Ganesh festival — dates vary by lunar calendar; approximate window.
Ganesh Chaturthi Celebrations,2020-08-28 00:00:00,Religious Festival,Ganesh festival — dates vary by lunar calendar; approximate window.
Ganesh Chaturthi Celebrations,2020-08-29 00:00:00,Religious Festival,Ganesh festival — dates vary by lunar calendar; approximate window.
Ganesh Chaturthi Celebrations,2020-08-30 00:00:00,Religious Festival,Ganesh festival — dates vary by lunar calendar; approximate window.
Ganesh Chaturthi Celebrations,2020-08-31 00:00:00,Religious Festival,Ganesh festival — dates vary by lunar calendar; approximate window.
Ganesh Chaturthi Celebrations,2020-09-01 00:00:00,Religious Festival,Ganesh festival — dates vary by lunar calendar; approximate window.
Ganesh Chaturthi Celebrations,2020-09-02 00:00:00,Religious Festival,Ganesh festival — dates vary by lunar calendar; approximate window.
Ganesh Chaturthi Celebrations,2020-09-03 00:00:00,Religious Festival,Ganesh festival — dates vary by lunar calendar; approximate window.
Ganesh Chaturthi Celebrations,2020-09-04 00:00:00,Religious Festival,Ganesh festival — dates vary by lunar calendar; approximate window.
Ganesh Chaturthi Celebrations,2020-09-05 00:00:00,Religious Festival,Ganesh festival — dates vary by lunar calendar; approximate window.
Bathukamma Festival,2020-09-20 00:00:00,Cultural/Festival,Regional Telangana flower festival (approx late Sept).
Bathukamma Festival,2020-09-21 00:00:00,Cultural/Festival,Regional Telangana flower festival (approx late Sept).
Bathukamma Festival,2020-09-22 00:00:00,Cultural/Festival,Regional Telangana flower festival (approx late Sept).
Bathukamma Festival,2020-09-23 00:00:00,Cultural/Festival,Regional Telangana flower festival (approx late Sept).
Bathukamma Festival,2020-09-24 00:00:00,Cultural/Festival,Regional Telangana flower festival (approx late Sept).
Bathukamma Festival,2020-09-25 00:00:00,Cultural/Festival,Regional Telangana flower festival (approx late Sept).
Bathukamma Festival,2020-09-26 00:00:00,Cultural/Festival,Regional Telangana flower festival (approx late Sept).
Bathukamma Festival,2020-09-27 00:00:00,Cultural/Festival,Regional Telangana flower festival (approx late Sept).
Bathukamma Festival,2020-09-28 00:00:00,Cultural/Festival,Regional Telangana flower festival (approx late Sept).
Bathukamma Festival,2020-09-29 00:00:00,Cultural/Festival,Regional Telangana flower festival (approx late Sept).
Bathukamma Festival,2020-09-30 00:00:00,Cultural/Festival,Regional Telangana flower festival (approx late Sept).
Diwali Celebrations,2020-10-20 00:00:00,Religious/Festival,Diwali date varies by lunar calendar; approximate window.
Diwali Celebrations,2020-10-21 00:00:00,Religious/Festival,Diwali date varies by lunar calendar; approximate window.
Diwali Celebrations,2020-10-22 00:00:00,Religious/Festival,Diwali date varies by lunar calendar; approximate window.
Diwali Celebrations,2020-10-23 00:00:00,Religious/Festival,Diwali date varies by lunar calendar; approximate window.
Diwali Celebrations,2020-10-24 00:00:00,Religious/Festival,Diwali date varies by lunar calendar; approximate window.
Diwali Celebrations,2020-10-25 00:00:00,Religious/Festival,Diwali date varies by lunar calendar; approximate window.
Independence Day,2020-08-15 00:00:00,Public Holiday,National holiday (single day).
Republic Day,2020-01-26 00:00:00,Public Holiday,National holiday (single day).
Eid (Eid al-Fitr / Eid al-Adha) - approximate window,2020-06-01 00:00:00,Religious Holiday,Eid dates vary by lunar calendar; user should refine with exact dates.
Eid (Eid al-Fitr / Eid al-Adha) - approximate window,2020-06-02 00:00:00,Religious Holiday,Eid dates vary by lunar calendar; user should refine with exact dates.
Eid (Eid al-Fitr / Eid al-Adha) - approximate window,2020-06-03 00:00:00,Religious Holiday,Eid dates vary by lunar calendar; user should refine with exact dates.
Local Exhibitions / Fairs (misc),2020-03-01 00:00:00,Exhibition/Fair,Misc local exhibitions; dates vary.
Local Exhibitions / Fairs (misc),2020-03-02 00:00:00,Exhibition/Fair,Misc local exhibitions; dates vary.
Local Exhibitions / Fairs (misc),2020-03-03 00:00:00,Exhibition/Fair,Misc local exhibitions; dates vary.
Local Exhibitions / Fairs (misc),2020-03-04 00:00:00,Exhibition/Fair,Misc local exhibitions; dates vary.
Local Exhibitions / Fairs (misc),2020-03-05 00:00:00,Exhibition/Fair,Misc local exhibitions; dates vary.
Local Exhibitions / Fairs (misc),2020-03-06 00:00:00,Exhibition/Fair,Misc local exhibitions; dates vary.
Local Exhibitions / Fairs (misc),2020-03-07 00:00:00,Exhibition/Fair,Misc local exhibitions; dates vary.
Local Exhibitions / Fairs (misc),2020-03-08 00:00:00,Exhibition/Fair,Misc local exhibitions; dates vary.
Local Exhibitions / Fairs (misc),2020-03-09 00:00:00,Exhibition/Fair,Misc local exhibitions; dates vary.
Local Exhibitions / Fairs (misc),2020-03-10 00:00:00,Exhibition/Fair,Misc local exhibitions; dates vary.
Numaish (All-India Industrial Exhibition),2021-01-01 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2021-01-02 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2021-01-03 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2021-01-04 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2021-01-05 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2021-01-06 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2021-01-07 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2021-01-08 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2021-01-09 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2021-01-10 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2021-01-11 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2021-01-12 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2021-01-13 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2021-01-14 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2021-01-15 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
